Query,RetrievedDocuments
40394.query,VOM19980220.0900.3360 VOM19980223.0900.1740 VOM19980223.0900.0154 VOM19980222.0700.1842 VOM19980221.0700.0119 
40395.query,VOM19980220.0900.3360 VOM19980222.0700.1842 VOM19980225.0900.0178 VOM19980220.0900.0190 VOM19980220.0900.1815 
40396.query,VOM19980223.0700.0240 VOM19980221.0700.0119 VOM19980223.0900.1740 VOM19980220.0900.3360 VOM19980220.0900.0190 
40397.query,VOM19980326.0900.0118 VOM19980326.0700.0452 VOM19980222.0700.1842 VOM19980502.0730.0193 VOM19980613.0730.0072 
40398.query,VOM19980223.0700.0882 VOM19980223.0700.0240 VOM19980221.0700.0119 VOM19980605.0700.0560 VOM19980617.0730.0041 
40399.query,VOM19980221.0700.0119 VOM19980220.0900.0190 VOM19980613.0730.0072 VOM19980220.0900.1815 VOM19980502.0730.0193 
40400.query,VOM19980502.0730.0193 VOM19980222.0700.1842 VOM19980303.0700.0179 VOM19980613.0730.0072 VOM19980428.0900.0156 
40401.query,VOM19980606.0700.0098 VOM19980220.0900.3360 VOM19980319.0900.3353 VOM19980225.0900.0178 VOM19980225.0700.0187 
40402.query,VOM19980221.0700.0119 VOM19980223.0900.3362 VOM19980220.0900.3360 VOM19980228.0700.0187 VOM19980228.0700.1816 
40403.query,VOM19980326.0700.0115 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980403.0700.0372 VOM19980327.0900.3348 
40404.query,VOM19980222.0700.1880 VOM19980227.0900.0414 VOM19980222.0700.0195 VOM19980220.0900.1880 VOM19980223.0700.0882 
40405.query,VOM19980220.0900.3360 VOM19980326.0900.0118 VOM19980221.0700.0119 VOM19980326.0700.0452 VOM19980220.0900.0190 
40406.query,VOM19980317.0700.3608 VOM19980317.0900.0114 VOM19980220.0900.3360 VOM19980221.0700.0119 VOM19980613.0700.0179 
40407.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980303.0900.0160 VOM19980223.0900.3362 VOM19980228.0700.0156 
40408.query,VOM19980317.0700.0723 VOM19980616.0730.0180 VOM19980317.0700.0156 VOM19980616.0900.0100 VOM19980224.0900.2345 
40409.query,VOM19980526.0700.0381 VOM19980224.0700.0719 VOM19980222.0700.1880 VOM19980619.0730.0076 VOM19980222.0700.0195 
40410.query,VOM19980221.0700.0119 VOM19980502.0730.0193 VOM19980521.0700.0039 VOM19980618.0700.0187 VOM19980303.0700.0179 
40411.query,VOM19980526.0700.0431 VOM19980502.0730.0193 VOM19980502.0700.0348 VOM19980428.0900.0156 VOM19980613.0730.0072 
40412.query,VOM19980502.0730.0193 VOM19980613.0700.0179 VOM19980502.0700.0348 VOM19980613.0730.0072 VOM19980311.0700.0279 
40413.query,VOM19980502.0730.0193 VOM19980502.0700.0348 VOM19980613.0700.0179 VOM19980220.0700.3434 VOM19980614.0730.0034 
40414.query,VOM19980502.0730.0193 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980228.0700.0156 VOM19980614.0730.0034 
40415.query,VOM19980220.0900.3360 VOM19980224.0700.0173 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980223.0900.3362 
40416.query,VOM19980221.0700.0119 VOM19980223.0900.3362 VOM19980220.0900.3360 VOM19980228.0700.1816 VOM19980228.0700.0187 
40417.query,VOM19980223.0700.0882 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980220.0900.3360 VOM19980223.0900.3362 
40418.query,VOM19980223.0900.3362 VOM19980221.0700.0119 VOM19980523.0700.0428 VOM19980523.0730.0220 VOM19980306.0700.0354 
40419.query,VOM19980220.0900.3360 VOM19980221.0700.0119 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980222.0700.1842 
40420.query,VOM19980326.0700.0115 VOM19980327.0900.0179 VOM19980327.0900.3348 VOM19980327.0900.1850 VOM19980220.0900.3360 
40421.query,VOM19980501.0700.0297 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980326.0700.0115 
40422.query,VOM19980223.0700.0882 VOM19980221.0700.0119 VOM19980502.0730.0193 VOM19980223.0900.3362 VOM19980223.0700.0240 
40423.query,VOM19980502.0730.0193 VOM19980613.0700.0179 VOM19980223.0900.3362 VOM19980613.0730.0072 VOM19980221.0700.0119 
40424.query,VOM19980222.0700.1880 VOM19980613.0700.0179 VOM19980222.0700.0195 VOM19980502.0730.0193 VOM19980626.0700.0365 
40425.query,VOM19980220.0900.3360 VOM19980222.0700.1842 VOM19980221.0700.0119 VOM19980223.0900.1740 VOM19980223.0900.0154 
40426.query,VOM19980223.0900.0154 VOM19980223.0900.1740 VOM19980223.0700.0197 VOM19980221.0700.0119 VOM19980326.0900.0118 
40427.query,VOM19980628.0730.0091 VOM19980511.0700.0105 VOM19980503.0700.0096 VOM19980628.0700.0190 VOM19980511.0900.0039 
40428.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980326.0900.0118 VOM19980224.0900.3400 
40429.query,VOM19980502.0730.0193 VOM19980220.0700.0772 VOM19980304.0700.0871 VOM19980501.0700.0297 VOM19980223.0700.0882 
40430.query,VOM19980225.0900.0178 VOM19980225.0700.0187 VOM19980225.0900.1874 VOM19980222.0700.1842 VOM19980319.0900.3353 
40431.query,VOM19980326.0700.0115 VOM19980327.0900.0179 VOM19980327.0900.1850 VOM19980327.0900.3348 VOM19980403.0700.0372 
40432.query,VOM19980428.0900.0156 VOM19980502.0730.0193 VOM19980303.0700.0179 VOM19980223.0900.3362 VOM19980223.0900.1740 
40433.query,VOM19980220.0900.3360 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980222.0700.1842 VOM19980225.0900.0178 
40434.query,VOM19980502.0730.0193 VOM19980526.0900.0223 VOM19980502.0700.0348 VOM19980531.0700.0380 VOM19980531.0730.0195 
40435.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980301.0700.0284 VOM19980531.0700.0380 VOM19980531.0730.0195 
40436.query,VOM19980410.0900.0241 VOM19980502.0730.0193 VOM19980221.0700.0119 VOM19980223.0900.0199 VOM19980223.0900.0199 
40437.query,VOM19980303.0700.0179 VOM19980428.0900.0156 VOM19980223.0900.1740 VOM19980502.0730.0193 VOM19980223.0700.0240 
40438.query,VOM19980515.0730.0165 VOM19980515.0900.0196 VOM19980504.0730.0069 VOM19980504.0730.0069 VOM19980504.0700.0170 
40439.query,VOM19980326.0700.0115 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980626.0700.0365 VOM19980614.0730.0034 
40440.query,VOM19980327.0900.3463 VOM19980501.0900.0067 VOM19980327.0900.0255 VOM19980311.0700.0196 VOM19980316.0700.3473 
40441.query,VOM19980317.0900.3421 VOM19980623.0730.0265 VOM19980404.0700.2689 VOM19980623.0730.0228 VOM19980326.0900.2958 
40442.query,VOM19980228.0700.0156 VOM19980303.0900.0160 VOM19980223.0700.0800 VOM19980303.0700.0179 VOM19980223.0900.3362 
40443.query,VOM19980221.0700.0119 VOM19980311.0700.1006 VOM19980304.0700.0408 VOM19980304.0900.0353 VOM19980505.0700.0529 
40444.query,VOM19980221.0700.0119 VOM19980222.0700.1842 VOM19980326.0900.0118 VOM19980220.0900.3360 VOM19980223.0900.1740 
40445.query,VOM19980326.0900.0118 VOM19980223.0700.0240 VOM19980221.0700.0119 VOM19980613.0730.0072 VOM19980302.0900.0724 
40446.query,VOM19980221.0700.0119 VOM19980223.0700.0240 VOM19980222.0700.1842 VOM19980223.0900.1740 VOM19980223.0900.3362 
40447.query,VOM19980223.0700.0458 VOM19980223.0900.0378 VOM19980223.0900.0199 VOM19980223.0900.0199 VOM19980223.0900.1787 
40448.query,VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980220.0900.1880 VOM19980223.0700.1040 VOM19980223.0900.0629 
40449.query,VOM19980530.0730.0101 VOM19980530.0700.0199 VOM19980304.0700.0408 VOM19980303.0700.0179 VOM19980524.0730.0085 
40450.query,VOM19980428.0900.0156 VOM19980303.0700.0179 VOM19980502.0730.0193 VOM19980223.0900.3362 VOM19980613.0730.0072 
40451.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980303.0700.0179 VOM19980303.0700.0783 VOM19980223.0700.0240 
40452.query,VOM19980526.0700.0431 VOM19980502.0730.0193 VOM19980223.0700.0240 VOM19980428.0900.0156 VOM19980304.0900.0353 
40453.query,VOM19980526.0700.0431 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980223.0700.0945 VOM19980224.0700.0173 
40454.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0700.0882 VOM19980501.0700.0297 VOM19980326.0900.0118 
40455.query,VOM19980223.0700.0240 VOM19980502.0730.0193 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980221.0700.0119 
40456.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980613.0700.0232 VOM19980222.0700.0758 VOM19980326.0700.0115 
40457.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980502.0730.0193 VOM19980220.0700.0772 VOM19980303.0700.0783 
40458.query,VOM19980613.0730.0143 VOM19980613.0700.0300 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980502.0730.0193 
40459.query,VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980613.0700.0179 VOM19980220.0900.1880 VOM19980613.0730.0072 
40460.query,VOM19980327.0900.0126 VOM19980327.0900.1798 VOM19980326.0900.3400 VOM19980319.0900.2063 VOM19980319.0900.0259 
40461.query,VOM19980526.0700.0431 VOM19980220.0900.3360 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980223.0700.0882 
40462.query,VOM19980502.0730.0193 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980428.0900.0156 VOM19980526.0700.0431 
40463.query,VOM19980223.0700.0240 VOM19980619.0900.0136 VOM19980316.0700.0463 VOM19980604.0700.0424 VOM19980526.0700.0381 
40464.query,VOM19980223.0700.0240 VOM19980221.0700.0119 VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980220.0900.0190 
40465.query,VOM19980224.0700.1724 VOM19980624.0900.0040 VOM19980624.0730.0041 VOM19980624.0700.0122 VOM19980626.0700.0365 
40466.query,VOM19980531.0700.0380 VOM19980531.0730.0195 VOM19980220.0700.0166 VOM19980223.0900.3362 VOM19980530.0700.0166 
40467.query,VOM19980228.0700.1784 VOM19980228.0700.0156 VOM19980304.0700.0408 VOM19980304.0900.0353 VOM19980619.0700.0307 
40468.query,VOM19980614.0700.0458 VOM19980619.0700.0392 VOM19980521.0900.0224 VOM19980618.0900.0242 VOM19980404.0700.1925 
40469.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980221.0700.0119 VOM19980223.0900.3362 VOM19980223.0900.1740 
40470.query,VOM19980223.0700.0945 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980223.0900.0629 VOM19980301.0700.0284 
40471.query,VOM19980223.0700.0240 VOM19980613.0700.0179 VOM19980502.0730.0193 VOM19980224.0700.0173 VOM19980613.0730.0072 
40472.query,VOM19980618.0730.0152 VOM19980326.0900.3491 VOM19980507.0900.0113 VOM19980604.0730.0250 VOM19980507.0730.0143 
40473.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980222.0700.1880 VOM19980222.0700.0195 VOM19980502.0730.0193 
40474.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980503.0700.0096 VOM19980626.0700.0365 VOM19980428.0900.0156 
40475.query,VOM19980502.0730.0193 VOM19980317.0700.3608 VOM19980222.0700.1842 VOM19980317.0900.0114 VOM19980613.0700.0179 
40476.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980221.0700.0119 VOM19980611.0700.0350 VOM19980220.0900.3360 
40477.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980602.0700.0417 VOM19980223.0700.1295 VOM19980526.0700.0381 
40478.query,VOM19980502.0730.0193 VOM19980223.0900.3362 VOM19980228.0700.0156 VOM19980626.0700.0365 VOM19980228.0700.1784 
40479.query,VOM19980224.0900.3400 VOM19980221.0700.0119 VOM19980220.0900.0190 VOM19980220.0900.1815 VOM19980222.0700.1842 
40480.query,VOM19980619.0700.0392 VOM19980618.0900.0242 VOM19980627.0700.0504 VOM19980404.0700.1925 VOM19980614.0700.0458 
40481.query,VOM19980526.0700.0431 VOM19980611.0700.0420 VOM19980611.0730.0189 VOM19980611.0900.0006 VOM19980228.0700.1816 
40482.query,VOM19980502.0730.0193 VOM19980221.0700.0119 VOM19980501.0700.0297 VOM19980504.0730.0002 VOM19980504.0730.0002 
40483.query,VOM19980222.0700.0195 VOM19980222.0700.1880 VOM19980220.0900.1880 VOM19980602.0700.0417 VOM19980223.0700.1040 
40484.query,VOM19980304.0700.0408 VOM19980220.0900.3360 VOM19980304.0900.0353 VOM19980222.0700.1842 VOM19980223.0900.1740 
40485.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980502.0730.0193 VOM19980428.0900.0156 VOM19980303.0700.0179 
40486.query,VOM19980502.0730.0193 VOM19980221.0700.0119 VOM19980223.0700.0240 VOM19980613.0730.0072 VOM19980613.0700.0179 
40487.query,VOM19980312.0900.0274 VOM19980312.0900.1868 VOM19980605.0700.0560 VOM19980423.0900.0021 VOM19980613.0730.0072 
40488.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980626.0700.0365 VOM19980502.0730.0193 VOM19980611.0700.0350 
40489.query,VOM19980503.0700.0374 VOM19980614.0700.0458 VOM19980504.0700.0025 VOM19980520.0730.0230 VOM19980403.0700.0727 
40490.query,VOM19980502.0730.0193 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980221.0700.0119 VOM19980223.0900.3362 
40491.query,VOM19980223.0700.0882 VOM19980223.0700.0240 VOM19980617.0700.0156 VOM19980617.0730.0041 VOM19980226.0900.0212 
40492.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0700.0882 VOM19980223.0900.1740 VOM19980223.0900.3362 
40493.query,VOM19980222.0700.1842 VOM19980311.0700.0279 VOM19980223.0700.0240 VOM19980221.0700.0119 VOM19980220.0900.3360 
40494.query,VOM19980618.0900.0057 VOM19980515.0700.0170 VOM19980220.0700.3434 VOM19980302.0700.2191 VOM19980626.0700.0365 
40495.query,VOM19980223.0700.0882 VOM19980226.0900.0212 VOM19980605.0700.0528 VOM19980617.0730.0041 VOM19980605.0700.0560 
40496.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980221.0700.0119 VOM19980502.0730.0193 VOM19980223.0700.1295 
40497.query,VOM19980223.0700.1511 VOM19980303.0700.0179 VOM19980304.0700.0871 VOM19980226.0900.0170 VOM19980613.0730.0072 
40498.query,VOM19980223.0900.3362 VOM19980326.0900.0118 VOM19980220.0900.3360 VOM19980223.0900.0477 VOM19980223.0900.0154 
40499.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980613.0730.0072 VOM19980221.0700.0119 VOM19980613.0700.0179 
40500.query,VOM19980326.0700.0115 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980613.0700.0179 VOM19980223.0700.0240 
40501.query,VOM19980311.0700.0279 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980222.0700.1842 VOM19980614.0730.0034 
40502.query,VOM19980221.0700.0119 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980502.0730.0193 VOM19980228.0700.1816 
40503.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980326.0700.0115 VOM19980319.0900.3353 VOM19980327.0900.0179 
40504.query,VOM19980613.0730.0143 VOM19980613.0700.0300 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 
40505.query,VOM19980223.0700.0882 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0900.3362 VOM19980221.0700.0119 
40506.query,VOM19980602.0700.0417 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980621.0730.0064 VOM19980621.0700.0299 
40507.query,VOM19980223.0700.0882 VOM19980617.0700.0156 VOM19980605.0700.0560 VOM19980617.0730.0041 VOM19980613.0700.0179 
40508.query,VOM19980223.0700.0882 VOM19980613.0730.0072 VOM19980507.0900.0113 VOM19980530.0730.0101 VOM19980613.0700.0179 
40509.query,VOM19980301.0700.0284 VOM19980511.0730.0066 VOM19980613.0730.0072 VOM19980221.0700.0119 VOM19980613.0700.0179 
40510.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0700.0882 VOM19980223.0700.0240 VOM19980327.0900.0255 
40511.query,VOM19980614.0700.0458 VOM19980619.0700.0392 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0900.3362 
40512.query,VOM19980613.0730.0072 VOM19980614.0700.0458 VOM19980613.0700.0179 VOM19980221.0700.0119 VOM19980220.0900.3360 
40513.query,VOM19980526.0700.0431 VOM19980618.0730.0281 VOM19980502.0730.0193 VOM19980619.0700.0392 VOM19980618.0900.0242 
40514.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980614.0730.0034 VOM19980222.0700.1842 
40515.query,VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980502.0730.0193 VOM19980428.0900.0156 VOM19980614.0700.0111 
40516.query,VOM19980223.0700.0882 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980220.0900.3360 VOM19980220.0900.0190 
40517.query,VOM19980306.0700.0284 VOM19980220.0700.0772 VOM19980304.0700.0408 VOM19980228.0700.0156 VOM19980304.0900.0353 
40518.query,VOM19980614.0700.0458 VOM19980619.0700.0392 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980326.0900.0118 
40519.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980614.0730.0034 VOM19980626.0700.0365 VOM19980611.0700.0350 
40520.query,VOM19980221.0700.0119 VOM19980220.0900.3360 VOM19980223.0900.3362 VOM19980303.0700.0179 VOM19980220.0900.0190 
40521.query,VOM19980504.0730.0002 VOM19980504.0730.0002 VOM19980421.0900.0012 VOM19980306.0700.0284 VOM19980509.0700.0089 
40522.query,VOM19980223.0700.0240 VOM19980221.0700.0119 VOM19980303.0700.0179 VOM19980502.0730.0193 VOM19980220.0900.0190 
40523.query,VOM19980530.0730.0101 VOM19980530.0700.0199 VOM19980507.0900.0113 VOM19980531.0700.0380 VOM19980531.0730.0195 
40524.query,VOM19980614.0730.0034 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980614.0700.0111 VOM19980611.0700.0350 
40525.query,VOM19980223.0700.0240 VOM19980626.0700.0365 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980502.0730.0193 
40526.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980614.0730.0034 VOM19980614.0700.0111 VOM19980303.0900.0160 
40527.query,VOM19980221.0700.0119 VOM19980228.0700.0156 VOM19980223.0900.3362 VOM19980303.0700.0179 VOM19980613.0730.0072 
40528.query,VOM19980526.0700.0431 VOM19980228.0700.1816 VOM19980228.0700.0187 VOM19980225.0700.0757 VOM19980220.0700.0772 
40529.query,VOM19980326.0900.3491 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980614.0730.0034 VOM19980614.0700.0111 
40530.query,VOM19980224.0900.3400 VOM19980227.0900.0414 VOM19980428.0900.0156 VOM19980223.0700.0240 VOM19980222.0700.1842 
40531.query,VOM19980314.0700.0307 VOM19980314.0700.1976 VOM19980317.0900.3421 VOM19980623.0730.0265 VOM19980306.0700.0284 
40532.query,VOM19980303.0700.0179 VOM19980223.0900.3362 VOM19980223.0900.1740 VOM19980221.0700.0119 VOM19980428.0900.0156 
40533.query,VOM19980614.0700.0458 VOM19980228.0700.0156 VOM19980619.0700.0392 VOM19980303.0700.0179 VOM19980521.0900.0224 
40534.query,VOM19980502.0730.0193 VOM19980428.0900.0156 VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980223.0900.3362 
40535.query,VOM19980613.0700.0179 VOM19980502.0730.0193 VOM19980613.0730.0072 VOM19980614.0730.0034 VOM19980326.0700.0115 
40536.query,VOM19980317.0900.0114 VOM19980317.0700.3608 VOM19980306.0700.0284 VOM19980626.0700.0365 VOM19980302.0900.1110 
40537.query,VOM19980223.0700.0240 VOM19980224.0700.0719 VOM19980220.0900.0190 VOM19980221.0700.0119 VOM19980220.0900.1815 
40538.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980614.0730.0034 VOM19980611.0700.0350 VOM19980527.0700.0426 
40539.query,VOM19980221.0700.0119 VOM19980222.0700.1842 VOM19980220.0900.3360 VOM19980223.0900.3362 VOM19980220.0900.0190 
40540.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980611.0700.0350 VOM19980326.0700.0115 VOM19980626.0700.0365 
40541.query,VOM19980326.0900.0118 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980502.0730.0193 VOM19980616.0730.0252 
40542.query,VOM19980613.0730.0072 VOM19980502.0730.0193 VOM19980223.0700.0882 VOM19980613.0700.0179 VOM19980221.0700.0119 
40543.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980502.0730.0193 VOM19980428.0900.0156 VOM19980626.0700.0365 
40544.query,VOM19980614.0730.0034 VOM19980613.0730.0072 VOM19980626.0700.0365 VOM19980614.0700.0111 VOM19980624.0900.0040 
40545.query,VOM19980502.0730.0193 VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980428.0900.0156 VOM19980526.0900.0223 
40546.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980222.0700.0758 VOM19980502.0730.0193 VOM19980623.0700.0425 
40547.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980611.0700.0350 VOM19980222.0700.0758 VOM19980527.0700.0426 
40548.query,VOM19980619.0700.0307 VOM19980502.0730.0193 VOM19980223.0700.0240 VOM19980501.0700.0379 VOM19980428.0900.0156 
40549.query,VOM19980613.0700.0179 VOM19980613.0730.0072 VOM19980527.0700.0426 VOM19980526.0900.0223 VOM19980502.0730.0193 
40550.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980611.0700.0350 VOM19980527.0700.0426 VOM19980626.0700.0365 
40551.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980614.0730.0034 VOM19980303.0900.0160 VOM19980614.0700.0111 
40552.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980222.0700.0758 VOM19980527.0700.0426 VOM19980611.0700.0350 
40553.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980626.0700.0365 VOM19980502.0730.0193 VOM19980527.0700.0426 
40554.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980222.0700.0758 VOM19980502.0730.0193 VOM19980305.0700.0395 
40555.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980326.0700.0115 VOM19980611.0700.0350 VOM19980502.0730.0193 
40556.query,VOM19980613.0730.0072 VOM19980613.0700.0179 VOM19980614.0730.0034 VOM19980305.0700.0395 VOM19980614.0700.0111 
40557.query,VOM19980612.0730.0272 VOM19980612.0730.0272 VOM19980630.0900.0205 VOM19980317.0900.2122 VOM19980317.0900.0376 
40558.query,VOM19980605.0900.0007 VOM19980605.0700.0097 VOM19980606.0700.0098 VOM19980605.0730.0003 VOM19980529.0700.0168 
40559.query,VOM19980606.0700.0150 VOM19980606.0730.0028 VOM19980625.0700.0404 VOM19980604.0730.0143 VOM19980604.0730.0143 
40560.query,VOM19980619.0730.0035 VOM19980619.0700.0149 VOM19980529.0700.0100 VOM19980529.0700.0168 VOM19980526.0900.0223 
40561.query,VOM19980619.0730.0035 VOM19980619.0700.0149 VOM19980515.0700.0170 VOM19980619.0900.0007 VOM19980613.0700.0112 
40562.query,VOM19980619.0700.0149 VOM19980605.0700.0097 VOM19980613.0700.0112 VOM19980619.0730.0035 VOM19980605.0900.0007 
40563.query,VOM19980526.0900.0034 VOM19980515.0730.0097 VOM19980526.0700.0133 VOM19980515.0700.0170 VOM19980605.0900.0007 
40564.query,VOM19980613.0700.0112 VOM19980613.0730.0031 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980605.0700.0097 
40565.query,VOM19980605.0700.0097 VOM19980612.0900.0038 VOM19980605.0900.0007 VOM19980605.0730.0003 VOM19980613.0700.0112 
40566.query,VOM19980612.0730.0039 VOM19980612.0700.0080 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980611.0900.0185 
40567.query,VOM19980314.0700.0239 VOM19980314.0700.1911 VOM19980305.0700.0354 VOM19980303.0700.0281 VOM19980223.0700.1730 
40568.query,VOM19980612.0730.0151 VOM19980612.0730.0151 VOM19980612.0700.0038 VOM19980612.0700.0331 VOM19980612.0730.0003 
40569.query,VOM19980610.0730.0140 VOM19980604.0900.0246 VOM19980423.0900.0253 VOM19980303.0700.0696 VOM19980327.0900.0327 
40570.query,VOM19980606.0700.0150 VOM19980606.0730.0028 VOM19980625.0700.0404 VOM19980605.0700.0097 VOM19980626.0700.0298 
40571.query,VOM19980605.0700.0097 VOM19980605.0900.0007 VOM19980605.0730.0003 VOM19980606.0700.0098 VOM19980606.0730.0060 
40572.query,VOM19980603.0730.0115 VOM19980624.0700.0523 VOM19980520.0700.0129 VOM19980224.0700.0719 VOM19980303.0900.1646 
40573.query,VOM19980605.0700.0097 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980606.0700.0098 VOM19980606.0700.0150 
40574.query,VOM19980605.0730.0003 VOM19980605.0700.0097 VOM19980605.0900.0007 VOM19980530.0700.0107 VOM19980606.0700.0098 
40575.query,VOM19980606.0700.0098 VOM19980605.0900.0007 VOM19980529.0700.0168 VOM19980606.0730.0060 VOM19980605.0730.0003 
40576.query,VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980529.0700.0100 VOM19980520.0700.0074 VOM19980612.0700.0080 
40577.query,VOM19980602.0730.0002 VOM19980602.0900.0005 VOM19980603.0730.0070 VOM19980602.0700.0036 VOM19980526.0900.0034 
40578.query,VOM19980603.0700.0103 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980529.0700.0100 VOM19980526.0900.0034 
40579.query,VOM19980623.0900.0051 VOM19980627.0700.0022 VOM19980627.0730.0001 VOM19980317.0700.0156 VOM19980314.0700.1261 
40580.query,VOM19980606.0730.0028 VOM19980603.0700.0103 VOM19980612.0700.0080 VOM19980529.0700.0100 VOM19980529.0730.0042 
40581.query,VOM19980605.0900.0007 VOM19980605.0730.0003 VOM19980530.0730.0037 VOM19980530.0730.0003 VOM19980530.0700.0107 
40582.query,VOM19980619.0730.0035 VOM19980522.0730.0037 VOM19980522.0730.0037 VOM19980613.0730.0031 VOM19980619.0900.0007 
40583.query,VOM19980316.0700.0649 VOM19980603.0700.0545 VOM19980604.0900.0246 VOM19980527.0730.0233 VOM19980610.0730.0140 
40584.query,VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980605.0700.0097 VOM19980529.0700.0168 VOM19980529.0700.0100 
40585.query,VOM19980603.0700.0103 VOM19980604.0730.0106 VOM19980604.0900.0085 VOM19980529.0700.0100 VOM19980604.0700.0236 
40586.query,VOM19980606.0730.0028 VOM19980606.0700.0150 VOM19980625.0700.0404 VOM19980612.0700.0080 VOM19980605.0700.0097 
40587.query,VOM19980604.0700.0269 VOM19980604.0730.0143 VOM19980604.0730.0143 VOM19980319.0700.0108 VOM19980527.0700.0094 
40588.query,VOM19980602.0700.0036 VOM19980625.0700.0404 VOM19980606.0730.0028 VOM19980528.0900.0006 VOM19980613.0700.0112 
40589.query,VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980605.0700.0097 VOM19980530.0730.0003 VOM19980612.0700.0080 
40590.query,VOM19980528.0900.0006 VOM19980520.0700.0129 VOM19980520.0900.0115 VOM19980520.0730.0078 VOM19980612.0730.0039 
